EmployeeID,Age,Gender,MaritalStatus,EducationLevel,EducationField,Department,JobRole,JobLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,BonusPercent,StockOptionLevel,PerformanceRating,TrainingTimesLastYear,CertificationCount,AbsenceDays,LateMarks,OvertimeHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,EmployeeEngagementScore,ManagerRating,TeamSize,ProjectsHandled,AverageMonthlyHours,PerformanceTrend3Months,PerformanceTrend6Months,SalaryGrowthLast3Years,Attrition
6482,23,Female,Married,Master,Finance,Sales,Executive,5,36,16,1,5,13,125201.0,13,13,2,3,7,1,5,9,64,5.0,1,5,3,99,3.0,5,6,299,0.23302043311036588,0.806183237024129,14,1
6483,30,Female,Married,Bachelor,Business,Finance,Manager,3,36,3,2,9,5,153623.0,16,21,1,5,9,7,2,14,13,5.0,4,5,5,47,3.0,13,10,287,1.649060441116992,0.3386651297826442,48,0
6484,53,Female,Married,Master,Finance,HR,Manager,4,6,5,3,4,6,75478.0,11,18,3,5,11,6,5,4,97,5.0,1,3,5,79,1.0,11,10,247,-0.11055752389557412,1.3755816915100652,15,0
6485,39,Male,Married,Bachelor,Business,Finance,Manager,4,35,2,6,8,10,76545.0,17,25,1,5,7,8,13,2,87,1.0,3,1,5,66,4.0,6,3,143,0.678756513661877,-2.222930387047306,44,0
6486,35,Male,Single,Master,IT,Operations,Executive,2,0,8,4,9,6,155626.0,11,34,0,5,3,12,7,10,10,4.0,5,4,1,29,4.0,14,17,120,0.5829846441894441,-1.8315918126166857,0,1
6487,29,Male,Married,Bachelor,Marketing,Operations,Engineer,1,29,4,6,7,7,191854.0,23,11,2,2,8,19,28,13,33,,3,4,2,16,5.0,4,8,151,1.751144002985797,-0.7419457714198662,30,0
6488,47,Female,Married,Bachelor,IT,Finance,Analyst,4,17,8,0,5,8,135492.0,26,1,0,2,2,17,14,10,13,4.0,5,3,1,53,2.0,10,10,266,-0.2310591296631592,0.20581359411013023,35,0
6489,57,Female,Married,Bachelor,Marketing,Sales,Consultant,1,38,12,3,5,11,182099.0,18,37,0,5,6,7,6,16,79,2.0,1,4,5,43,3.0,10,15,163,0.7378090891924187,1.328419353307594,20,0
6490,24,Female,Single,Bachelor,HR,Finance,Consultant,5,25,1,1,5,12,177926.0,15,3,2,3,13,0,11,3,23,4.0,5,3,3,19,4.0,19,8,133,0.6954968970881718,-1.1445802893519263,2,0
6491,49,Male,Single,Master,HR,Finance,Executive,4,10,2,5,3,2,67329.0,14,19,0,1,11,17,0,14,86,4.0,5,5,1,34,2.0,9,8,183,-0.12543488526851124,-0.9548542742409877,20,0
6492,36,Male,Married,Master,HR,Finance,Analyst,2,0,6,1,4,8,124309.0,10,24,1,5,14,12,18,14,96,5.0,2,2,4,27,3.0,3,13,281,-1.5263494701379479,-2.180167551744483,49,0
6493,23,Male,Married,Bachelor,IT,HR,Manager,2,37,11,3,3,0,125787.0,7,20,1,2,7,10,24,7,98,4.0,4,3,4,83,5.0,4,16,157,-1.4700485538021766,0.9879522567071556,59,1
6494,37,Male,Married,Bachelor,HR,HR,Consultant,5,4,17,4,1,3,148890.0,21,6,3,2,14,10,12,14,22,5.0,5,3,1,7,4.0,24,15,162,0.4136851743249576,-1.1472734660825814,57,0
6495,44,Male,Married,High School,Finance,Finance,Manager,1,21,8,7,4,4,108288.0,15,38,3,1,3,8,17,18,18,2.0,3,4,2,34,2.0,24,14,161,1.321143662081622,0.6804737455782265,36,1
6496,54,Female,Married,Master,HR,Sales,Executive,3,12,12,4,0,3,51232.0,8,18,1,1,13,15,15,3,71,4.0,2,5,2,44,3.0,8,12,131,-0.22352084796885396,1.0189672992989294,24,0
6497,24,Male,Married,Bachelor,IT,Operations,Executive,5,16,10,1,8,10,63685.0,13,12,2,3,3,5,27,5,0,2.0,5,3,3,25,5.0,11,1,216,-1.3135591984797061,0.03494018693505059,25,0
6498,22,Female,Single,Master,Marketing,Operations,Executive,3,6,12,9,9,13,62668.0,13,15,3,2,5,15,11,4,76,1.0,4,4,3,16,4.0,9,7,236,0.2636132683961146,0.32370272435939196,2,0
6499,28,Female,Single,Bachelor,Engineering,Operations,Engineer,2,37,7,7,8,12,111270.0,7,31,3,1,14,6,1,5,75,3.0,3,3,3,35,2.0,15,14,161,0.4252842810095577,1.5859881594545258,52,0
6500,32,Female,Married,Bachelor,Marketing,IT,Executive,2,6,14,7,8,14,29739.0,12,23,2,2,3,2,17,12,76,2.0,3,3,4,57,,18,14,135,-0.5786483168453544,-1.9488061670412382,51,0
6501,20,Male,Single,Bachelor,Engineering,Sales,Manager,4,11,13,9,1,5,111801.0,7,9,2,3,1,10,0,14,39,2.0,5,5,4,90,2.0,8,16,292,-0.5029424772797261,-0.6268128749454462,22,0
6502,22,Male,Married,High School,Finance,HR,Engineer,2,37,16,0,2,14,188329.0,15,23,2,2,2,12,28,9,23,4.0,2,2,5,29,1.0,11,14,128,-0.5381311998734759,0.498556036112832,25,0
6503,40,Female,Divorced,Bachelor,Marketing,Operations,Manager,1,22,12,8,7,7,49895.0,23,33,2,4,0,18,19,1,65,3.0,4,2,1,66,5.0,19,2,204,-0.923326148602845,0.9726166315852053,18,1
6504,54,Male,Married,Bachelor,IT,HR,Executive,2,7,10,7,1,3,63416.0,26,17,2,1,13,0,20,12,62,2.0,4,4,3,28,2.0,5,12,282,-0.7851965912787571,0.8819525099655751,29,1
6505,26,Male,Divorced,High School,Finance,HR,Engineer,4,14,9,0,5,6,65407.0,10,24,2,1,7,2,19,16,60,5.0,5,5,2,29,4.0,12,19,140,0.28941652372084015,-0.0021313992449097413,27,0
6506,32,Female,Married,Master,Marketing,HR,Analyst,5,29,16,8,8,12,138719.0,14,38,2,3,8,13,15,9,1,1.0,3,5,5,29,1.0,5,17,252,-0.4213284303194667,-1.1323082485899012,41,0
6507,20,Female,Married,Bachelor,Finance,HR,Executive,4,8,11,8,6,6,99157.0,6,14,2,3,0,13,10,15,42,3.0,5,5,3,86,5.0,19,12,210,0.7936803678917917,0.285062945850471,7,0
6508,46,Female,Married,Bachelor,Engineering,Finance,Engineer,5,20,1,7,2,7,84666.0,11,3,1,3,11,2,20,13,72,2.0,2,5,3,15,1.0,7,7,196,0.9327652708811452,-0.5643850065177005,32,0
6509,23,Female,Single,Master,Finance,HR,Engineer,4,13,0,9,7,8,65298.0,27,20,1,1,4,4,6,19,87,4.0,1,5,4,60,4.0,12,19,218,-0.6251589070679517,-0.5083305315695372,21,0
6510,34,Female,Single,Master,IT,IT,Engineer,2,7,14,6,8,13,132987.0,23,31,3,1,10,1,24,2,23,2.0,1,3,2,44,,12,1,135,0.09731758203177332,-1.4306956997908864,24,0
6511,43,Male,Married,Bachelor,Marketing,HR,Consultant,3,35,18,5,4,5,195036.0,16,24,0,4,5,1,22,12,1,5.0,3,3,4,62,1.0,16,3,266,-0.4420018449463175,-0.32546829609590217,15,0
6512,38,Female,Divorced,Master,Engineering,Operations,Engineer,1,8,17,4,7,0,87010.0,11,1,3,1,13,16,12,0,4,4.0,4,4,2,18,1.0,3,2,288,0.7114158844660501,-0.9240356489246597,58,0
6513,25,Male,Married,Master,Finance,HR,Analyst,3,25,2,5,7,1,30661.0,27,8,1,2,2,8,14,5,93,5.0,3,1,1,39,4.0,14,3,227,1.0943988206720614,-0.3078725380926786,1,0
6514,38,Male,Single,PhD,Business,Operations,Executive,1,19,8,0,0,0,197471.0,13,33,3,1,11,14,1,18,12,2.0,5,3,5,43,5.0,17,2,147,0.031229612367558855,-0.6738666463281467,45,1
6515,28,Female,Single,Bachelor,Engineering,HR,Executive,2,37,12,0,1,11,49028.0,5,15,3,1,1,9,17,8,20,,2,3,5,1,2.0,20,17,158,-0.6722328768415906,0.08765123376472568,6,0
6516,55,Female,Divorced,PhD,Engineering,Sales,Executive,4,5,10,8,6,0,162033.0,7,31,3,3,13,7,15,17,94,,4,1,4,21,3.0,24,8,144,-0.098162482108248,1.2146879219126467,11,0
6517,25,Male,Married,Bachelor,IT,Finance,Engineer,4,33,18,5,0,13,88731.0,13,7,0,1,2,3,28,6,76,3.0,2,1,5,2,4.0,4,9,289,-0.41839623423725564,0.10053724653073232,53,0
6518,59,Female,Divorced,Bachelor,IT,Operations,Executive,5,22,15,2,3,5,95149.0,17,22,0,4,3,18,13,3,45,,1,1,3,62,3.0,10,18,208,-0.9947400147754456,-0.06137438472767717,57,0
6519,41,Male,Married,Bachelor,Finance,IT,Analyst,3,38,18,8,6,10,195038.0,5,28,0,2,14,14,15,13,53,4.0,3,1,3,14,3.0,21,17,163,-0.3076589115122479,-0.38238255227967144,10,0
6520,52,Female,Married,Bachelor,Business,HR,Consultant,1,32,7,2,9,0,47611.0,22,38,1,4,4,10,20,9,61,,3,5,4,60,4.0,11,8,268,-0.8604651144525826,0.5920248987716012,29,0
6521,31,Female,Married,Master,Engineering,Operations,Analyst,4,20,11,8,4,5,158692.0,26,18,3,5,11,3,27,3,58,3.0,4,1,4,85,3.0,9,12,296,0.9765960007534762,0.16115980817328612,54,0
6522,31,Male,Single,Bachelor,Finance,Finance,Consultant,2,25,1,4,1,5,63056.0,22,14,0,2,13,7,13,6,78,4.0,3,2,3,66,1.0,8,11,147,1.950654867179209,-0.24175055681606694,7,0
6523,27,Male,Married,Bachelor,HR,HR,Executive,4,4,4,0,2,13,95207.0,6,11,0,5,7,10,3,3,98,5.0,1,4,1,7,3.0,12,14,171,0.4580948702515307,0.9593823432516155,11,1
6524,29,Female,Married,High School,Business,Finance,Manager,5,8,13,4,7,7,161816.0,25,19,1,1,12,19,7,9,76,5.0,4,1,1,44,3.0,11,15,271,0.40764384161720624,0.817169716571706,11,0
6525,55,Female,Married,Bachelor,Finance,IT,Consultant,4,32,15,9,0,11,31601.0,17,3,0,3,12,9,2,4,57,2.0,2,3,3,74,5.0,21,4,263,-0.13902518675263162,-1.2413810900247209,9,1
6526,51,Female,Married,Bachelor,Engineering,Operations,Analyst,2,24,18,1,4,2,21439.0,12,31,3,4,8,1,18,3,52,5.0,3,5,4,55,5.0,5,9,192,0.7681106789227491,0.48284874348190887,56,0
6527,58,Male,Single,Bachelor,Finance,IT,Analyst,4,16,1,1,2,5,141187.0,23,19,3,2,8,10,19,5,43,4.0,3,4,5,73,4.0,10,19,251,-0.6580615210770175,0.39924183941118435,16,0
6528,27,Female,Married,Bachelor,IT,Finance,Manager,1,39,9,0,8,9,117035.0,24,25,0,2,4,12,10,19,2,1.0,3,2,2,33,5.0,24,10,234,0.14545979674230824,0.29059326081003967,13,0
6529,34,Female,Single,High School,IT,Sales,Consultant,1,18,9,9,5,8,45273.0,25,37,2,3,0,0,29,7,93,1.0,3,2,2,18,,23,3,300,-0.4821921440680952,0.022752096967977243,42,0
6530,34,Female,Single,Bachelor,Marketing,Sales,Consultant,4,10,7,3,4,9,189458.0,22,20,1,4,11,9,18,2,65,3.0,1,2,1,49,5.0,2,10,123,-0.5704749013267121,-0.2614062662475832,3,0
6531,20,Female,Married,Master,Business,Operations,Analyst,2,7,11,3,2,11,159010.0,19,7,0,3,7,5,0,16,71,2.0,2,5,1,44,4.0,10,11,165,0.2113707606284326,-1.5686835627043565,16,1
6532,48,Male,Single,Bachelor,HR,HR,Consultant,2,5,18,4,3,7,114549.0,22,33,0,5,6,12,12,17,70,3.0,2,2,2,69,2.0,24,6,264,2.147874607231907,-0.38907587759556633,56,1
6533,18,Male,Married,High School,Engineering,IT,Manager,4,5,9,3,7,14,33569.0,9,6,2,1,9,5,16,16,80,,5,1,1,75,4.0,12,13,177,0.040353157356968414,0.9342919941486296,55,0
6534,29,Male,Single,Bachelor,Business,Sales,Consultant,2,7,3,1,0,12,196343.0,29,35,2,5,6,9,8,8,45,1.0,1,4,4,26,4.0,16,1,211,0.21038677290070693,-0.4149922287853619,27,1
6535,56,Female,Single,Bachelor,IT,Sales,Consultant,1,23,6,4,6,5,87847.0,13,6,1,3,6,1,2,12,31,3.0,4,5,3,9,4.0,6,13,263,-0.7988309050108668,0.15133979294197225,53,0
6536,21,Female,Single,Bachelor,HR,HR,Manager,1,18,6,7,0,3,45340.0,29,8,1,2,9,11,4,19,4,3.0,1,5,4,75,,15,2,233,-0.7022964787956206,-0.876874287508943,1,0
6537,59,Female,Single,Master,Engineering,IT,Executive,1,26,14,5,0,8,110084.0,28,0,0,4,3,0,25,14,10,1.0,1,2,5,58,1.0,21,13,248,1.3415330630732025,2.4159260240875966,18,0
6538,30,Male,Married,Master,Marketing,Finance,Consultant,5,19,17,4,3,14,98125.0,20,10,0,2,11,1,6,4,32,1.0,1,4,2,16,1.0,11,7,298,1.2124627900720897,1.6341310732538126,19,0
6539,51,Male,Married,Master,IT,Sales,Analyst,3,23,12,6,1,6,67687.0,24,17,0,3,0,11,17,4,11,2.0,3,2,2,7,4.0,12,14,165,-2.429616092639059,-0.8099699169244924,4,0
6540,59,Male,Divorced,Bachelor,IT,Operations,Engineer,1,37,0,0,0,14,66808.0,16,6,1,3,9,7,16,8,19,2.0,1,5,4,24,,20,13,283,0.46737108581924214,-0.8511679563717366,59,0
6541,38,Male,Single,Bachelor,HR,Operations,Analyst,4,4,2,5,7,1,84031.0,27,1,1,2,7,19,6,15,97,2.0,3,2,2,43,,21,16,243,0.7575681141880203,0.6297422192533904,31,0
6542,39,Female,Married,Bachelor,Business,Finance,Analyst,5,15,1,1,9,3,129327.0,18,4,1,2,13,6,24,14,83,3.0,1,1,1,52,2.0,23,7,188,-0.49003925804886883,0.05192731018524117,18,0
6543,21,Male,Married,Master,Finance,HR,Executive,4,38,7,4,9,1,151102.0,8,30,0,2,1,0,12,17,74,5.0,1,4,3,43,5.0,19,18,162,-1.1449436597039395,-0.3399052768984452,26,0
6544,35,Male,Single,Master,Business,HR,Executive,2,32,10,9,6,7,196260.0,20,39,1,4,2,3,5,8,60,1.0,4,4,5,80,5.0,21,14,299,-0.760684053405572,0.1740477632983289,10,0
6545,22,Female,Married,Bachelor,IT,Sales,Analyst,3,9,13,3,8,7,115146.0,10,27,0,1,6,6,12,8,53,3.0,5,5,5,90,5.0,21,12,211,-0.6339494498498002,0.9626787927511147,35,0
6546,36,Male,Married,Bachelor,Business,Sales,Consultant,5,4,11,6,1,10,166060.0,15,19,0,1,5,4,23,15,3,4.0,3,3,5,18,1.0,16,4,219,0.8241863246873534,1.1887337646539025,49,0
6547,19,Female,Married,Bachelor,Finance,Sales,Analyst,2,18,0,8,9,6,137642.0,26,35,3,3,1,15,0,12,30,,2,1,3,17,1.0,20,15,173,2.83150333675382,-0.3846424023121004,13,0
6548,29,Female,Married,High School,Marketing,Finance,Consultant,2,20,5,8,9,5,71232.0,9,5,2,4,1,13,2,5,7,4.0,2,2,1,65,5.0,23,7,173,-0.7762986762347208,1.119582619554816,30,0
6549,34,Female,Married,Master,Engineering,Finance,Manager,1,2,3,9,5,9,88082.0,5,1,2,2,0,11,22,16,20,1.0,1,5,1,67,3.0,10,9,309,-0.6505756220083367,1.1583463990934995,58,1
6550,27,Female,Single,Bachelor,IT,Sales,Manager,4,27,16,0,2,6,69645.0,10,5,3,1,8,2,19,12,55,5.0,5,1,2,48,3.0,11,8,143,-0.048174408425852015,2.1278932520844505,13,0
6551,51,Female,Married,Bachelor,Business,HR,Executive,2,18,17,6,4,3,31195.0,22,14,1,4,1,2,13,12,94,2.0,4,3,2,93,3.0,3,19,211,0.6238187413131947,0.38875475292702827,26,0
6552,23,Male,Married,Master,IT,IT,Engineer,2,15,16,6,8,2,60685.0,15,1,2,2,5,19,5,16,92,4.0,1,4,4,53,4.0,10,14,166,-1.8312696524400598,-0.1578431689897947,38,0
6553,25,Male,Single,High School,Engineering,Sales,Engineer,2,1,9,4,2,11,189190.0,28,37,0,4,4,4,28,6,0,5.0,1,1,4,95,5.0,23,7,246,1.032406705162686,0.8811706866040282,39,0
6554,28,Female,Married,Bachelor,Business,HR,Executive,3,7,4,7,8,12,180226.0,19,32,3,4,10,8,12,4,33,3.0,3,5,4,60,3.0,2,17,163,0.9911519717593851,0.8229557222172074,1,1
6555,29,Male,Married,High School,Marketing,HR,Manager,5,37,4,9,7,0,188528.0,19,31,2,5,12,7,4,10,82,2.0,1,4,3,33,5.0,21,16,319,-0.8457088863345521,-0.08563191810919855,43,0
6556,26,Female,Married,Bachelor,Engineering,Operations,Executive,1,11,19,3,9,13,62079.0,11,35,3,4,10,16,5,18,42,5.0,4,3,2,2,2.0,5,4,194,-1.1025436746657546,0.1521063164042812,14,0
6557,19,Male,Married,High School,Finance,IT,Manager,5,23,0,0,8,11,85951.0,20,3,3,5,3,6,12,12,80,5.0,5,4,3,9,3.0,10,12,293,2.192715621481857,1.3038300895841575,34,1
6558,25,Male,Single,Bachelor,Finance,Sales,Consultant,2,0,0,3,1,10,146012.0,7,2,2,3,10,12,22,17,64,5.0,2,5,4,71,,23,15,176,1.0763725719749535,-1.6312092011453114,26,0
6559,28,Male,Married,Master,IT,IT,Manager,3,17,15,1,3,13,134299.0,19,16,3,4,11,5,25,15,77,1.0,1,4,3,69,4.0,11,15,227,-0.0787674574972087,1.0714291121663568,20,0
6560,53,Male,Married,Master,Finance,Sales,Manager,2,22,13,2,2,7,180771.0,26,14,0,1,13,12,3,10,88,2.0,4,1,4,54,5.0,13,4,276,1.2630716834790983,-0.9206453404294852,39,1
6561,27,Male,Married,Bachelor,Business,IT,Manager,4,38,9,3,5,12,21501.0,14,38,3,4,3,14,3,13,2,1.0,2,1,2,38,4.0,20,4,172,-0.7512213401272966,-0.31765933956013237,29,0
6562,38,Male,Married,Master,Finance,IT,Engineer,5,26,6,6,7,1,75250.0,23,11,0,1,8,10,29,13,7,3.0,4,3,5,6,3.0,11,8,270,1.5026138245765912,-0.0789683287985273,53,0
6563,37,Male,Married,Bachelor,Marketing,HR,Manager,1,5,19,8,6,11,51721.0,5,6,0,2,13,1,14,6,55,2.0,4,2,2,43,5.0,10,10,162,-0.47716740432634336,0.18121215067244192,37,0
6564,25,Female,Married,Master,HR,IT,Analyst,3,27,19,3,1,5,29872.0,8,1,1,1,3,10,10,10,89,3.0,5,5,2,96,4.0,22,10,158,0.9526095652236409,1.0508926549146638,26,0
6565,53,Female,Married,Bachelor,Business,IT,Consultant,5,22,8,1,4,7,163184.0,11,3,0,3,4,8,20,17,18,2.0,5,3,3,85,1.0,5,4,230,-0.30312391957949525,1.1617923450053318,34,0
6566,46,Female,Married,Bachelor,HR,Sales,Engineer,2,33,10,9,3,13,74283.0,13,36,0,4,14,19,21,0,61,1.0,2,3,2,37,5.0,9,1,281,-0.8518762695508837,0.5362051861665925,14,1
6567,59,Male,Single,High School,IT,HR,Analyst,1,24,5,9,0,3,27886.0,11,23,0,5,13,13,29,8,55,4.0,3,1,4,94,,14,18,169,1.030139432224523,-1.2731256262378592,45,0
6568,29,Male,Single,High School,IT,IT,Engineer,3,10,10,3,4,1,84138.0,7,18,0,4,10,8,11,10,63,1.0,2,2,1,61,2.0,16,10,146,-1.1552195749484322,0.4877254879743058,2,0
6569,31,Female,Divorced,Master,Finance,HR,Engineer,2,0,13,7,4,14,24877.0,6,1,3,5,0,6,26,17,30,2.0,1,1,2,8,5.0,23,7,223,0.13559548254641057,-0.06295268501388912,37,0
6570,38,Female,Married,Bachelor,Finance,HR,Analyst,2,37,17,1,4,2,115246.0,16,31,3,5,7,1,19,13,4,4.0,1,4,5,87,5.0,10,5,288,1.480421912197128,-0.20286776038152163,13,0
6571,39,Male,Married,Bachelor,IT,Finance,Executive,5,9,0,7,2,9,57132.0,8,32,0,4,9,2,17,4,32,4.0,5,1,2,58,1.0,18,8,126,0.7288521184088415,-1.1403190627026376,41,1
6572,38,Female,Married,Bachelor,Business,Sales,Executive,2,8,11,4,0,12,48961.0,15,27,3,1,2,8,17,13,18,4.0,3,1,4,84,5.0,23,16,256,-1.4001466329212031,0.09544466452427149,50,0
6573,47,Female,Single,Bachelor,Engineering,Finance,Manager,2,25,0,1,9,6,,22,36,0,2,7,16,9,14,62,2.0,3,3,2,38,2.0,6,17,137,0.9965436103688622,-1.9478232589929998,48,0
6574,56,Female,Married,Master,IT,HR,Analyst,3,9,2,7,6,3,183187.0,6,1,0,1,6,9,4,16,64,5.0,5,5,2,61,5.0,15,1,244,0.8384096534951692,-1.4430015065430783,14,0
6575,37,Female,Married,Master,Marketing,IT,Manager,2,17,5,1,8,1,184863.0,25,21,3,1,14,13,0,14,15,4.0,5,2,3,10,1.0,2,19,280,-1.1011419330394516,-0.7170347599555125,28,0
6576,41,Male,Married,Bachelor,Business,Sales,Executive,4,8,12,3,9,6,61692.0,17,13,2,3,5,13,23,17,61,4.0,3,4,1,90,4.0,17,14,316,-0.9976760597479916,1.0486905421809727,2,1
6577,40,Female,Single,High School,Engineering,Operations,Analyst,4,25,4,1,5,11,20042.0,22,17,3,2,4,0,17,2,33,4.0,4,4,4,12,5.0,5,19,263,0.3663110404410086,0.38135847344712637,26,0
6578,24,Female,Married,Bachelor,Engineering,Sales,Analyst,1,8,8,5,3,3,196608.0,16,33,0,1,3,11,25,12,80,5.0,4,5,3,53,1.0,14,2,140,-0.7091166083900172,-0.23347557694851634,19,0
6579,26,Female,Single,Bachelor,Business,Finance,Analyst,4,35,15,2,4,13,101913.0,21,33,1,2,13,2,17,16,36,3.0,4,4,3,12,3.0,22,10,192,-1.681910827974494,0.3049179921837271,10,0
6580,18,Female,Married,Bachelor,IT,Sales,Manager,4,14,5,6,2,14,174903.0,23,35,0,5,0,17,21,6,72,,2,5,3,44,4.0,4,2,294,-0.8489505496783196,-0.06463190689247483,31,0
6581,43,Male,Married,Bachelor,Engineering,IT,Engineer,5,23,2,5,3,6,147403.0,20,10,3,4,7,6,6,19,67,3.0,5,5,4,21,4.0,9,3,259,-0.1521430698124098,0.44522068568500855,52,0
6582,55,Female,Single,Master,Marketing,Sales,Engineer,4,39,3,0,9,11,154108.0,23,39,3,4,5,12,24,14,21,1.0,5,3,3,80,3.0,18,19,221,0.8400170751285448,-0.7306995111860738,41,0
6583,55,Female,Married,Bachelor,HR,Operations,Engineer,2,1,3,8,2,7,79936.0,17,35,3,4,1,6,24,8,79,2.0,2,4,2,58,1.0,4,11,290,0.28184437646195115,0.9393990507840102,32,0
6584,39,Female,Married,Bachelor,Business,Finance,Analyst,5,3,18,6,9,5,167713.0,6,15,3,2,10,2,25,2,49,5.0,2,1,1,25,2.0,14,11,249,-1.982963162007342,-0.8966268781464347,13,0
6585,27,Female,Married,Bachelor,Finance,Finance,Executive,4,37,8,0,6,14,110401.0,22,24,2,1,2,10,20,2,22,1.0,1,3,5,97,3.0,22,17,245,-0.2792968789584259,0.4400214498493601,27,0
6586,23,Female,Married,Master,HR,HR,Manager,2,30,14,3,3,7,155614.0,27,31,0,2,8,6,1,15,81,3.0,4,5,2,23,3.0,23,1,306,0.20387293988201785,-0.20447107489758604,21,0
6587,34,Male,Single,Bachelor,IT,Finance,Manager,1,19,8,3,9,6,89501.0,7,29,3,4,5,14,22,9,53,3.0,5,2,2,16,5.0,11,10,236,1.0964051830401798,-0.837578027020087,10,0
6588,55,Female,Single,Bachelor,Business,Operations,Executive,5,38,11,5,5,1,65634.0,14,21,0,1,7,14,15,7,48,3.0,5,1,2,26,5.0,13,1,139,-0.5695918736546552,-1.0508234578042925,46,0
6589,41,Female,Married,Bachelor,Marketing,Operations,Engineer,2,25,4,2,7,1,168687.0,7,27,0,3,0,0,26,12,4,3.0,3,3,2,14,2.0,4,14,281,0.44637056701375655,0.3796835678226678,34,0
6590,27,Male,Married,Bachelor,HR,Finance,Consultant,5,4,16,1,7,13,27049.0,26,36,0,4,8,3,12,12,83,4.0,3,1,1,67,1.0,19,7,280,0.4082783843860888,-0.29207851994603357,31,0
6591,25,Female,Married,Bachelor,HR,Sales,Executive,1,3,16,2,5,5,90030.0,15,38,0,1,1,10,12,12,53,4.0,1,5,1,60,1.0,23,1,309,-0.6911733514015974,0.5303290984016197,54,0
6592,38,Male,Single,PhD,Engineering,Operations,Engineer,1,21,13,3,8,8,99340.0,22,21,2,1,6,9,24,14,24,1.0,5,2,2,62,4.0,2,10,306,-0.5373143297817181,-0.5084252697255964,34,0
6593,23,Female,Single,Master,IT,Finance,Analyst,5,5,6,7,5,14,85355.0,23,7,0,5,12,12,9,19,61,4.0,2,1,2,88,1.0,11,14,301,0.6883039575317831,0.09136618125258257,26,1
6594,38,Male,Married,Master,IT,Finance,Executive,2,36,18,7,8,9,96916.0,12,6,1,3,11,10,0,16,54,4.0,4,5,4,15,4.0,11,19,234,-1.024838157438132,0.15428966856876636,33,0
6595,56,Male,Married,Master,Business,Sales,Engineer,3,30,7,0,5,5,198854.0,16,9,1,3,7,10,29,19,10,4.0,2,5,1,66,4.0,24,19,302,-0.5528706129956654,0.5559722950744808,31,0
6596,41,Female,Single,Master,Business,Finance,Manager,5,4,5,8,8,12,170578.0,12,39,2,5,14,2,16,1,52,2.0,3,4,4,98,3.0,9,4,220,1.1815767104671322,-0.7915805953870277,5,0
6597,50,Male,Married,Master,Marketing,IT,Consultant,3,6,5,3,7,10,62330.0,17,33,3,1,5,13,24,4,77,2.0,2,1,3,48,1.0,7,15,160,0.31798428348455954,-2.085779769410345,44,0
6598,35,Female,Single,Bachelor,Finance,HR,Consultant,2,4,5,3,6,8,156595.0,20,6,0,3,8,13,17,5,64,5.0,1,2,5,15,5.0,16,19,176,0.28579020708342173,2.0479233278199085,59,0
6599,45,Male,Divorced,Bachelor,Business,Operations,Consultant,4,3,18,3,7,11,89190.0,23,23,3,3,4,15,15,9,27,4.0,1,5,5,94,2.0,12,3,125,-2.0539562443552946,0.4099471518261099,44,0
6600,49,Male,Married,High School,HR,Sales,Engineer,5,26,18,6,3,9,34169.0,18,11,1,2,5,12,18,5,16,1.0,4,1,1,27,1.0,17,9,318,0.5975119445370134,-0.2520349608325917,9,0
6601,29,Female,Married,Bachelor,Business,Sales,Engineer,1,8,16,1,6,6,163038.0,19,1,2,1,11,18,15,9,49,1.0,4,4,1,66,1.0,5,10,275,-0.7369790598071244,-0.8234989202449619,14,0
6602,59,Male,Married,Bachelor,Business,HR,Analyst,4,36,1,6,1,7,91002.0,10,7,3,5,4,13,17,9,31,4.0,3,2,1,31,4.0,5,19,144,-1.0111489531602902,0.6781331919586913,0,0
6603,44,Female,Married,Bachelor,Marketing,IT,Consultant,2,1,1,9,2,10,,28,17,1,4,8,17,20,19,94,5.0,4,2,4,94,1.0,17,5,237,0.4767573537132758,-2.5366205313914896,18,0
6604,27,Male,Divorced,Bachelor,Engineering,HR,Manager,1,18,11,1,2,10,128685.0,26,30,2,5,6,15,16,9,15,5.0,2,1,4,49,1.0,9,9,304,-0.16396459173332223,-0.07648972675318422,4,1
6605,59,Male,Single,Bachelor,Finance,Finance,Consultant,5,38,8,2,4,2,67181.0,22,19,1,2,8,6,15,8,80,3.0,4,3,3,78,1.0,10,12,226,0.05481763931140779,-1.2605470855164744,57,0
6606,49,Female,Divorced,Master,Marketing,Sales,Executive,2,16,4,4,3,3,56051.0,27,19,0,2,14,2,26,16,13,3.0,4,4,4,49,4.0,24,13,287,-0.6882224628731408,0.1511501568735486,23,0
6607,59,Female,Married,High School,Business,Finance,Executive,5,16,16,0,0,13,42955.0,26,11,3,4,10,2,9,10,38,4.0,4,2,4,11,3.0,16,15,177,1.8807251832253917,-1.5571990953894574,49,0
6608,43,Male,Single,Bachelor,Engineering,Sales,Manager,4,39,17,7,6,0,169542.0,26,5,1,1,11,4,23,9,72,1.0,5,1,5,62,2.0,19,11,282,0.7749546145896656,-0.8177627767124985,50,0
